_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
4931577,9609,TR-05839,2,Manitoba Dr,Manitoba Dr,North,Strachan Ave,West,T1063,10.0,,LC,Existing,Provincial,0TS13646,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4102508995, 43.6363014132)}"
4931578,9610,TR-05162,2008,Sheppard Ave W,Sheppard Ave W,North,Jane St,West,T6057,7.0,,LC,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5166251827, 43.7387392481)}"
4931579,9611,TR-01116,915,Weston Rd,Weston Rd,North,Cordella Ave,East,T8696,5.0,,LCN,Existing,Provincial,S1108696,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4810616622, 43.6835634998)}"
4931580,9612,TR-06583,288,Judson St,Judson St,North,Magnificent Rd,East,T3949,3.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5120880995, 43.6129739547)}"
4931581,9613,TR-06314,261,Conlins Rd,Canmore Blvd,South,Conlins Rd,East,T11379,25.0,,RN1,Existing,Provincial,S4411379,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1845533912, 43.7930766055)}"
4931582,9616,TR-07232,3718,Kingston Rd,Kingston Rd,North,Scarborough Golf Club Rd,West,T15905,24.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2098825126, 43.7457264374)}"
4931583,9618,TR-06224,,,Middlefield Rd,West,Arbor Low Gt,North,T6581,23.0,,LKN,Existing,Provincial,S4106581,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2587231064, 43.8119920398)}"
4931584,9619,TR-07151,,,Belfield Rd,North,Shaft Rd,West,T3322,1.0,,LK,Existing,Provincial,0TS14029,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5692785898, 43.7035454427)}"
4931585,9620,TR-00283,1000,Mount Pleasant Rd,Mount Pleasant Rd,West,Erskine Ave,North,T5817,15.0,,J,Existing,Provincial,00TS6376,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3919244327, 43.7128095961)}"
4931586,9621,TR-06251,2588,Kennedy Rd,Kennedy Rd,West,Linwood Ave,South,T4097,22.0,,RN1,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2927798568, 43.7932051577)}"
4931587,9623,TR-04790,499,St Clair Ave W,St Clair Ave W,Centre South,Bathurst St,East,,12.0,Wychwood Heights,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4177667254, 43.6832106595)}"
4931588,9624,TR-04827,235,St Clair Ave W,St Clair Ave W,Centre South,Dunvegan Rd,West,,12.0,,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4049593785, 43.6858986812)}"
4931589,9625,TR-03129,,,Keele St,East,Diana Dr,South,T3977,6.0,,LC,Existing,Provincial,00TS9470,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.485315963, 43.740982942)}"
4931590,9626,TR-04166,,,College St,Centre South,Spadina Ave,West,T843A,11.0,Chinatown,Q10-SA,Existing,Provincial,TS12704R,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4004688047, 43.6578664024)}"
4931591,9627,TR-04281,3783,St Clair Ave E,St Clair Ave E,South,Fermoy Rd,West,T4624,20.0,,LC,Existing,Provincial,0TS12996,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2393392123, 43.7212204906)}"
4931592,9629,TR-04339,150,East Liberty St,East Liberty St,North,Lynn Williams St,East,T14538,10.0,,KF1,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4169824337, 43.6387177268)}"
4931593,9630,TR-04365,226,Christie St,Christie St,West,Yarmouth Rd,South,T779,11.0,,LK,Existing,Provincial,0TS12856,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4209043466, 43.6698174609)}"
4931594,9631,TR-03500,,,Steeles Ave W,North,Peter Kaiser Gt,East,T8253,7.0,,US,Existing,Provincial,0TS12422,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5265331073, 43.7744859319)}"
4931595,9633,TR-03046,,,Corporate Dr,South,Lee Centre Dr,West,T11362,24.0,,RN2,Temporarily Removed,Provincial,S3811362,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2494388454, 43.7799450522)}"
4931596,9634,TR-03263,5110,Sheppard Ave E,Markham Rd,West,Sheppard Ave E,North,T5583,23.0,Sheppard East Village,U,Existing,Provincial,00TS1446,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2391978511, 43.7940987147)}"
4931597,9635,TR-03695,1031,Birchmount Rd,Birchmount Rd,East,Ashtonbee Rd,South,T14263,21.0,,LCN,Existing,Provincial,S3714263,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2787218256, 43.7327453212)}"
4931598,9637,SH-00701,751,Dundas St W,Dundas St W,South,Bathurst St,West,T2140,10.0,Trinity-Bellwoods,B,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.406344338, 43.6521598463)}"
4931599,9639,SH-02080,174,Eglinton Ave W,Eglinton Ave W,North,Lascelles Blvd,East,T2375,8.0,,A,Temporarily Removed,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4036158206, 43.7057482066)}"
4931600,9642,TR-03107,365,Grandravine Dr,Jane St,East,Grandravine Dr,South,T3899,7.0,,U,Existing,Provincial,00TS9376,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5149079459, 43.7469381518)}"
4931601,9643,TR-03334,770,Don Mills Rd,Don Mills Rd,West,Gateway Blvd,North,T1935,16.0,,LC,Existing,Provincial,00TS9016,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3366179261, 43.714555616)}"
4931602,9648,SH-02573,26,Courtsfield Cres,Royal York Rd,East,Allanhurst Dr,South,T6970,2.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5250032652, 43.6788963778)}"
4931603,9649,TR-03484,,,Finch Ave E,North,Page Ave,West,T2536,17.0,,LC,Existing,Provincial,00TS9442,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3847007074, 43.7868258683)}"
4931604,9651,TR-04643,1746,St Clair Ave W,St Clair Ave W,Centre North,Ln E Osler S St Clair,North,,9.0,St. Clair Gardens,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4604567306, 43.6741418171)}"
4931605,9652,TR-03159,1105,Albion Rd,Albion Rd,South,Islington Ave,West,T11027,1.0,Albion Islington Square,Q,Existing,Provincial,TS12400P,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5655451668, 43.7371583946)}"
4931606,9654,TR-02364,640,Markham Rd,Markham Rd,West,Lawrence Ave E,North,T5568,24.0,,LK,Existing,Provincial,00TS1296,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2255631853, 43.7600165925)}"
4931607,9655,TR-04703,1114,St Clair Ave W,St Clair Ave W,Centre North,Northcliffe Blvd,West,,9.0,Regal Heights Village,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4412737091, 43.6783794493)}"
4931608,9658,TR-03546,219,Islington Ave,Islington Ave,East,Birmingham St,North,T3769,3.0,,LCN,Existing,Provincial,S0603769,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5063620794, 43.6038184526)}"
4931609,9659,TR-04724,944,St Clair Ave W,St Clair Ave W,Centre North,Oakwood Ave,East,,9.0,Regal Heights Village,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4353628825, 43.679704332)}"
4931610,9660,TR-02830,2041,Victoria Park Ave,Victoria Park Ave,East,Cassandra Blvd,South,491,21.0,,B,Existing,Provincial,0TS11022,Yes,Missing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3138237587, 43.7542223451)}"
4931611,9661,TR-06521,8450,Sheppard Ave E,Sheppard Ave E,North,Conlins Rd,East,T15245,25.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1898492879, 43.804399811)}"
4931612,9662,TR-04385,72,Tapscott Rd,Tapscott Rd,South,Blackwell Ave,West,T9975,23.0,,LKN,Existing,Provincial,S4209975,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2211192522, 43.8054002693)}"
4931613,9665,TR-02196,100,Wynford Dr,Wynford Dr,North,Garamond Crt,East,T4718,16.0,,US,Existing,Provincial,0TS12058,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3318178783, 43.7265658251)}"
4931614,9666,TR-04411,6115,Kingston Rd,Highland Creek Overpass,East,Kingston Rd,South,T11560,25.0,,LC,Existing,Provincial,0TS12806,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1683969655, 43.7844069008)}"
4931615,9667,TR-02765,6000,Kingston Rd,Kingston Rd,North,Military Trl,East,T6493,25.0,,S,Existing,Provincial,S4406493,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1699603776, 43.7814258723)}"
4931616,9670,TR-04437,,,Victoria Park Ave,West,Pawnee Ave,North,T8492,17.0,,V,Existing,Provincial,0TS12968,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3338672247, 43.7982020959)}"
4931617,9671,TR-02049,1750,Finch Ave E,Finch Ave E,North,Seneca Hill Dr,East,T11115,17.0,,A,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3493476039, 43.7941487745)}"
4931618,9672,SH-00555,3101,Victoria Park Ave,Victoria Park Ave,East,Finch Ave E,South,T8460,22.0,,D,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3310834449, 43.7928129724)}"
4931619,9676,TR-03197,2,Hayhurst Rd,Kipling Ave,West,Hayhurst Rd,North,T4320,2.0,,LC,Existing,Provincial,00TS5112,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5578202795, 43.6921998592)}"
4931620,9677,SH-02281,1692,Dufferin St,Dufferin St,West,Norton Ave,South,T2094,9.0,Corso Italia,Canopy,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4433396538, 43.6784272269)}"
4931621,9684,SH-02081,2,Oakdale Rd,Sheppard Ave W,South,Oakdale Rd,West,T6084,7.0,,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5240732288, 43.7367416488)}"
4931622,9685,SH-01899,2859,Dundas St W,,,Keele St,,T3508,4.0,The Junction,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4648054795, 43.6653381371)}"
4931623,9687,SH-01572,481,Rogers Rd,Old Weston Rd,East,Rogers Rd,South,T4505,9.0,Rogers Road,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4674029674, 43.6816943052)}"
4931624,9689,SH-03181,135,Rexdale Blvd,Rexdale Blvd,North,Queen's Plate Dr,East,T10614,1.0,,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5922202792, 43.7165833496)}"
4931625,9690,SH-01366,845,The Queensway,,,Loma Rd,,,3.0,shoptheQueensway.com,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5089553404, 43.6248321169)}"
4931626,9700,SH-00242,777,Kipling Ave,Kipling Ave,West,Norseman St,South,T4352,3.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5302375769, 43.6292712528)}"
4931627,9703,TR-04214,160,The Westway,The Westway,North,Islington Ave,East,T6191,2.0,,LC,Existing,Provincial,00TS1336,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5425766272, 43.6888082125)}"
4931628,9705,TR-05191,697,Markham Rd,Markham Rd,East,Greenholm Crct,South,T15535,24.0,,LK,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.22598753, 43.7620668557)}"
4931629,9706,TR-04493,281,Queens Quay W,Queens Quay W,Centre South,Rees St,West,T15331B,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12582M,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3869849122, 43.6387147712)}"
4931630,9707,TR-05247,,,Victoria Park Ave,East,Steeles Ave E,South,T9522,22.0,,LK,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3401734981, 43.8134605961)}"
4931631,9708,TR-05293,,,Pharmacy Ave,West,McNicoll Ave,North,T6668,22.0,,T,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3316049907, 43.805776459)}"
4931632,9709,TR-04481,5697,Yonge St,Yonge St,East,Bishop Ave,North,T3212,18.0,,LC,Existing,Provincial,0TS12874,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4159361878, 43.7821421613)}"
4931633,9710,TR-04521,2500,Bloor St W,Bloor St W,North,Riverside Dr,East,T556,4.0,,LKN,Existing,Provincial,S1300556,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4874735101, 43.6478709394)}"
4931634,9716,TR-01458,143,Calvington Dr,Calvington Dr,South,Roding St,West,T3399,6.0,,LKN,Existing,Provincial,S0903399,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4932551447, 43.7313332831)}"
4931635,9720,TR-03726,625,Birchmount Rd,St Clair Ave E,North,Marsh Rd,East,T1568,20.0,,LC,Existing,Provincial,0TS12648,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2645527882, 43.7159226415)}"
4931636,9721,TR-03387,,,Bathurst St,Centre West,Niagara St,North,T15225C,10.0,,Q,Existing,Provincial,TS12288L,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4019663878, 43.6420175953)}"
4931637,9722,TR-03321,3070,Ellesmere Rd,Ellesmere Rd,North,Mornelle Crt,East,T7701,24.0,,VS,Existing,Provincial,00TS1422,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1951461479, 43.7850431141)}"
4931638,9723,TR-01044,2,Cloverhill Rd,Stephen Dr,East,Cloverhill Rd,North,T7371,3.0,,A,Existing,Provincial,0TS11068,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.486197874, 43.6352985897)}"
4931639,9727,TR-03236,2851,Kingston Rd,Brooklawn Ave,West,Kingston Rd,South,T3378,20.0,,LCN,Existing,Provincial,S3603378,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2359069341, 43.7216221865)}"
4931640,9728,TR-03768,5000,Sheppard Ave E,Sheppard Ave E,North,Massie St,West,T7208,23.0,Sheppard East Village,LC,Existing,Provincial,00TS1466,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2456202362, 43.7925324019)}"
4931641,9729,TR-04465,588,Meadowvale Rd,Ellesmere Rd,South,Meadowvale Rd,West,T10519,25.0,,LKN,Existing,Provincial,S4410519,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1638878553, 43.7922795889)}"
4931642,9730,TR-01010,na51,John Drury Dr,Sheppard Ave W,North,John Drury Dr,West,4068,6.0,,C,Existing,Provincial,S0806071,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4829499508, 43.7484809563)}"
4931643,9735,TR-02736,4A,Spadina Ave,Spadina Ave,Centre West,Fort York Blvd,North,T10929A,10.0,CityPlace and Fort York,Q10-SA,Existing,Provincial,TS12190R,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3932255463, 43.6409511497)}"
4931644,9736,TR-06844,,Royalcrest Rd,Royalcrest Rd,North,Cabernet Crcl,East,T11519,1.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.6038785601, 43.7513141758)}"
4931645,9737,TR-01092,1510,Danforth Rd,Danforth Rd,West,Barrymore Rd,North,T4937,21.0,,V,Existing,Provincial,0TS11976,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2445628133, 43.7505709293)}"
4931646,9739,TR-05807,2154,Jane St,Jane St,West,Wilson Ave,South,,7.0,,Standard Daytech,Existing,Daytech,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.508685646, 43.7204663218)}"
4931647,9741,TR-03232,801,Lawrence Ave E,Leslie St,East,Lawrence Ave E,South,T5455,16.0,,LC,Existing,Provincial,00TS9246,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.355687647, 43.7343008997)}"
4931648,9743,TR-01699,1615,Warden Ave,Warden Ave,East,Metropolitan Rd,South,T8591,21.0,,LC,Existing,Provincial,0TS12102,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.30253672, 43.7669760567)}"
4931649,9745,TR-02976,1221,Bay St,Bay St,East,Cumberland St,South,T266,11.0,Bloor-Yorkville,B,Existing,Provincial,0TS5524P,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3896533175, 43.6704449001)}"
4931650,9746,TR-00126,3700,Midland Ave,Midland Ave,West,Mcnicoll Ave,North,3066,22.0,,J,Existing,Provincial,00TS9764,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2924204241, 43.8147686858)}"
4931651,9749,TR-00449,2,Sheppard Ave E,Yonge St,East,Sheppard Ave E,North,T9048,18.0,Willowdale,BS,Temporarily Removed,Provincial,0TS11116,Yes,Missing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4109056567, 43.7620661052)}"
4931652,9750,TR-00471,3699,St Clair Ave E,St Clair Ave E,South,Gidley Rd,West,4074,20.0,,D,Existing,Provincial,S3601561,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2477481214, 43.7194039131)}"
4931653,9768,TR-03833,940,Progress Ave,Progress Ave,West,Markham Rd,North,T6008,24.0,,LCN,Existing,Provincial,S3806008,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2319534727, 43.7835740525)}"
4931654,9772,TR-00088,,,Steeles Ave E,North,Birchmount Rd,East,T9355,22.0,,US,Existing,Provincial,0TS12084,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3166730723, 43.8216290849)}"
4931655,9773,TR-00171,100,Scottfield Dr,Finch Ave E,South,Scottfield Dr,West,T2559,23.0,,B,Existing,Provincial,0TS10992,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2533281257, 43.8106894318)}"
4931656,9775,TR-03840,,,Military Trl,West,Ellesmere Rd,South,T7976,25.0,,LCN,Temporarily Removed,Provincial,S4407976,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.185862502, 43.7853294501)}"
4931657,9776,TR-00634,270,Cassandra Blvd,Victoria Park Ave,West,Cassandra Blvd,North,949,16.0,,A,Existing,Provincial,0TS10644,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3142213608, 43.7544980866)}"
4931658,9777,TR-00713,70,The Pond Rd,The Pond Rd,South,Ian Macdonald Blvd,West,T13439,7.0,,S,Existing,Provincial,S0813439,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4987284107, 43.7707379298)}"
4931659,9778,TR-00212,6210,Yonge St,Yonge St,West,Moore Park Ave,North,T9031,18.0,,B,Existing,Provincial,0TS11112,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4192172114, 43.7939969988)}"
4931660,9779,TR-00243,135,Nassau St,Bathurst St,East,Nassau St,South,T177,11.0,Kensington Market,A,Existing,Provincial,0TS10704,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.406609895, 43.6541901935)}"
4931661,9780,TR-01575,1201,Pharmacy Ave,Pharmacy Ave,East,Brian Ave,South,T6672,21.0,,S,Temporarily Removed,Provincial,S3706672,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3056681633, 43.7461360605)}"
4931662,9781,TR-00039,2471,Dufferin St,Dufferin St,East,Castlefield Ave,South,179,8.0,,A,Existing,Provincial,00TS6880,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4515291546, 43.7006095821)}"
4931663,9783,TR-03679,,,Fleet St,Centre North,Bastion St,East,T14511B,10.0,CityPlace and Fort York,Q,Existing,Provincial,TS12302M,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4040747812, 43.6359590977)}"
4931664,9785,TR-01700,2481,Birchmount Rd,Birchmount Rd,East,Bonis Ave,North,T439,22.0,,LCN,Existing,Provincial,S4000439,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3006297662, 43.7869550577)}"
4931665,9786,TR-01117,9,Haldon Ave,Haldon Ave,East,Cosburn Ave,North,T2228,19.0,,S,Existing,Provincial,S3102228,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3114350655, 43.6979078187)}"
4931666,9789,TR-02934,686,Warden Ave,Warden Ave,West,Roper Rd,North,T14319,20.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2821773521, 43.7143606827)}"
4931667,9792,TR-01147,4550,Dufferin St,Dufferin St,West,Finch Ave W,South,T12176,6.0,DuKe Heights,B,Existing,Provincial,0TS10924,Yes,Missing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4669836869, 43.7682671979)}"
4931668,9793,SH-03621,5915A,Yonge St,Cummer Ave,South,Yonge St,East,T1828,18.0,,D,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4168886288, 43.7870836874)}"
4931669,9795,TR-03719,2201,Brimley Rd,Brimley Rd,East,Heather Rd,South,T4823,23.0,,LC,Temporarily Removed,Provincial,0TS12554,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2697857679, 43.7904745497)}"
4931670,9797,TR-01802,740,Dufferin St,Dufferin St,West,College St,North,T2034,9.0,College West,LC,Existing,Provincial,00TS5820,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4326737807, 43.6526651787)}"
4931671,9798,TR-00942,25,The Queensway,The Queensway,South,North Queen St,West,T12194,3.0,,I,Existing,Provincial,0TS11212,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5598411706, 43.6136457854)}"
4931672,9800,TR-02956,408,Roncesvalles Ave,Howard Park Ave,South,Roncesvalles Ave,West,T1154,4.0,Roncesvalles Village,LC,Existing,Provincial,00TS6170,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4512772704, 43.6513909378)}"
4931673,9801,TR-02993,4000,Lawrence Ave E,Lawrence Ave E,North,Overture Rd,West,T5301,24.0,,LC,Existing,Provincial,TS1154,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1997734161, 43.7655423908)}"
4931674,9802,TR-05374,1915,Martin Grove Rd,Martin Grove Rd,East,Garfella Dr,South,T5602,1.0,,RN2,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5961630678, 43.7462800996)}"
4931675,9803,TR-03455,1,Resurrection Rd,Bloor St W,North,Resurrection Rd,East,T590,3.0,Village of Islington,U,Existing,Provincial,00TS2856,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5306316746, 43.6432041555)}"
4931676,9804,TR-01838,125,Chatsworth Dr,Lawrence Ave W,South,Chatsworth Dr,West,T5352,8.0,,U,Existing,Provincial,00TS6320,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4114854162, 43.7230406714)}"
4931677,9805,TR-04697,1165,St Clair Ave W,St Clair Ave W,Centre South,Dufferin St,East,,9.0,Corso Italia,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4426470384, 43.6779925949)}"
4931678,9806,TR-00805,801,Dixon Rd,Dixon Rd,South,Skyway Ave,West,2673,1.0,,A,Existing,Provincial,00TS1418,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5871424482, 43.6877050738)}"
4931679,9807,TR-05915,662,Pharmacy Ave,Pharmacy Ave,West,Stamford Sq,North,T6752,20.0,,RN1,Existing,Provincial,S3506752,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2920049024, 43.7120673116)}"
4931680,9808,SH-00253,3748,Bathurst St,Bathurst St,West,Wilson Ave,South,T222,6.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4340903737, 43.7368948182)}"
4931681,9809,SH-00316,1338,Kennedy Rd,Kennedy Ave,West,Brigstock Rd,South,T4072,21.0,Kennedy Road,B,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2795479541, 43.7611113187)}"
4931682,9812,SH-03372,3245,Finch Ave E,Finch Ave E,South,Bridletowne Crcl,West,T2494,22.0,,A,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3195534575, 43.7956617156)}"
4931683,9813,TR-04472,148,Wilson Ave,Wilson Ave,North,Belgrave Ave,West,T8841,8.0,,Q,Existing,Provincial,0TS12886,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.418580019, 43.7406679723)}"
4931684,9815,TR-06672,,Renforth Dr,Renforth Dr,East,Convair Dr,South,T8066,1.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5930486204, 43.672044397)}"
4931685,9821,TR-06680,,Lawson Rd,Lawson Rd,South,Centennial Rd,West,T7927,25.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1512156578, 43.7872985838)}"
4931686,9823,TR-05068,,,Sheppard Ave E,North,Bridlewood Blvd,East,T7162,22.0,,B,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3144563101, 43.7773905123)}"
4931687,9824,TR-00146,275,Caledonia Rd,Caledonia Rd,West,Rogers Rd,North,2804,9.0,,A,Existing,Provincial,00TS6878,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.458280638, 43.683395423)}"
4931688,9826,TR-05858,1906,Weston Rd,Lawrence Ave W,North,Weston Rd,West,T5413,5.0,Weston Village,C,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5168992794, 43.7000704137)}"
4931689,9827,TR-05129,6065,Steeles Ave E,Steeles Ave E,South,Tapscott Rd,West,T14981,23.0,,LK,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2487177808, 43.8370565677)}"
4931690,9828,TR-00687,245,Homewood Ave,Cactus Ave,East,Homewood Ave,South,1791,18.0,,T,Existing,Provincial,S2306281,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4327949316, 43.7877990449)}"
4931691,9830,TR-00500,2,Farm Greenway,Victoria Park Ave,East,Farm Greenway,North,T7429,16.0,,AS,Existing,Provincial,0TS11608,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3185228211, 43.7646774182)}"
4931692,9831,TR-00725,25,Waterman Ave,Hollinger Rd,West,Waterman Ave,North,T7830,19.0,,S,Existing,Provincial,S3107830,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3154108032, 43.7116025082)}"
