_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,X,Y,LONGITUDE,LATITUDE,geometry
4931693,9832,TR-00525,2,Convent Crt,Lawrence Ave W,South,Good Shepherd Crt,West,T5373,8.0,,J,Existing,Provincial,0TS11476,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4587596594, 43.7131119907)}"
4931694,9833,TR-03941,,,Steeles Ave E,North,Bluffwood Dr,East,T8219,17.0,,LCN,Existing,Provincial,S2408219,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3757485406, 43.8079360313)}"
4931695,9834,TR-00394,9,Cliffwood Rd,Don Mills Rd,West,Cliffwood Rd,North,604,17.0,,A,Existing,Provincial,0TS11146,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3549840233, 43.8049876039)}"
4931696,9835,TR-00770,25,River Grove Dr,Birchmount Rd,West,Wintermute Blvd,North,T458,22.0,,T,Temporarily Removed,Provincial,S3900458,Yes,Temporarily Removed,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3156824364, 43.818520855)}"
4931697,9837,TR-00355,,,Steeles Ave E,North,Firebrace Rd,West,T8222,22.0,,S,Existing,Provincial,S3908222,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3327557312, 43.8179062097)}"
4931698,9838,TR-03906,27,Baldoon Rd,Baldoon Rd,East,Finch Ave E,South,T75,23.0,,LKN,Existing,Provincial,S4200075,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2321671456, 43.8150628438)}"
4931699,9839,TR-00466,676,Sheppard Ave E,Sheppard Ave E,North,Greenbriar Rd,East,2562,17.0,,A,Existing,Provincial,00TS9334,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3799927084, 43.768627582)}"
4931700,9840,TR-04060,3,Thoroughbred Cres,Humberwood Blvd,West,Hullrick Dr,North,T11291,1.0,,LKN,Existing,Provincial,S0211291,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.6130527861, 43.7220524456)}"
4931701,9841,TR-04046,143,Rangoon Rd,Eglinton Ave W,South,The East Mall,West,T2416,2.0,,LC,Existing,Provincial,0TS12708,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5778063897, 43.670477126)}"
4931702,9842,TR-04037,91,Dundas St E,Dundas St E,South,Church St,West,T2116,13.0,,DIG-FE,Existing,Provincial,DST0018A,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3774782001, 43.6563408206)}"
4931703,9843,SH-01222,4550,Dufferin St,Finch Ave W,South,Dufferin St,West,T3587,6.0,DuKe Heights,B,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4675120169, 43.7685730202)}"
4931704,9845,TR-01161,244,Roncesvalles Ave,Roncesvalles Ave,West,High Park Blvd,South,T4577,4.0,Roncesvalles Village,J,Existing,Provincial,0TS11602,TO360,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4490154569, 43.6460127257)}"
4931705,9846,TR-01291,2250,Sheppard Ave W,Sheppard Ave W,South,Arrow Rd,West,T6060,7.0,Emery Village,KF2,Temporarily Removed,Provincial,00TS9092,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5297212254, 43.7354869801)}"
4931706,9848,TR-01378,460,Evans Ave,Evans Ave,North,Treeview Dr,East,T2456,3.0,,T,Existing,Provincial,S0602456,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5362336969, 43.6136532117)}"
4931707,9851,TR-02491,3255,Lawrence Ave E,Lawrence Ave E,South,Burnview Cres,East,T5242,21.0,,LK,Existing,Provincial,00TS1464,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.239750972, 43.7566316497)}"
4931708,9852,TR-02140,1350,Flint Rd,Alness St,West,Flint Rd,North,T512,6.0,DuKe Heights,S,Existing,Provincial,S0800512,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4784289694, 43.781995167)}"
4931709,9853,TR-01772,103,Woody Vineway,Finch Ave E,South,Leslie St,West,T11264,17.0,,V,Existing,Provincial,00TS9488,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3699501824, 43.7897689365)}"
4931710,9855,TR-02009,55,Emmett Ave,Emmett Ave,South,Verona Ave,West,T2423,5.0,,T,Existing,Provincial,S1102423,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5040045693, 43.688618187)}"
4931711,9856,TR-02893,1489,Dundas St W,Dundas St W,South,Dufferin St,West,T2160,9.0,Little Portugal,RN1,Existing,Provincial,S1802160,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4316072864, 43.6495657285)}"
4931712,9857,TR-03022,33,Boem Ave,Warden Ave,East,Boem Ave,South,T8536,21.0,,LKN,Existing,Provincial,S3708536,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2957405209, 43.7481440576)}"
4931713,9858,TR-03407,,,Lake Shore Blvd W,Centre North,Legion Rd,East,T5186B,3.0,,Q,Existing,Provincial,TS12356M,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4830528611, 43.6207049494)}"
4931714,9859,TR-05416,,,McNicoll Ave,South,White Heather Blvd,West,T12025,23.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2676366691, 43.8188101817)}"
4931715,9860,TR-01874,21,Anglesey Blvd,Anglesey Blvd,South,The Kingsway,West,T12,2.0,,LCN,Existing,Provincial,S0400012,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5218270413, 43.663767965)}"
4931716,9861,TR-04604,3674,Lake Shore Blvd W,Brown's Line,East,Lake Shore Blvd W,North,T3386,3.0,,LCN,Existing,Provincial,S0603386,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5392923964, 43.5933508772)}"
4931717,9863,TR-01829,1211,King St W,King St W,South,Dufferin St,West,T4167,4.0,,V,Temporarily Removed,Provincial,00TS6216,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4276561594, 43.6387950645)}"
4931718,9864,TR-03509,46,Mattice Ave,Kipling Ave,West,Mattice Ave,North,T13447,2.0,,LC,Existing,Provincial,0TS12496,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5377827686, 43.6470667177)}"
4931719,9865,TR-04642,1746,St Clair Ave W,St Clair Ave W,Centre North,Ln E Osler S St Clair,North,,9.0,St. Clair Gardens,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4604907153, 43.6741345198)}"
4931720,9867,TR-05493,2180,Lawrence Ave E,Lawrence Ave E,North,Birchmount Rd,East,T15243,21.0,Wexford Heights,LK,Existing,Provincial,0TS13622,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2845710657, 43.7477067415)}"
4931721,9869,TR-02377,2627,Mccowan Rd,Mccowan Rd,East,Finch Ave E,South,T1296,23.0,,V,Existing,Provincial,00TS9718,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.266229077, 43.8078525939)}"
4931722,9870,TR-04668,1595,St Clair Ave W,St Clair Ave W,Centre South,Caledonia Park Rd,East,,9.0,St. Clair Gardens,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4543010504, 43.675419402)}"
4931723,9871,TR-04699,1165,St Clair Ave W,St Clair Ave W,Centre South,Dufferin St,East,,9.0,Corso Italia,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.442576232, 43.6780077716)}"
4931724,9873,TR-06338,,,Cosburn Ave,North,Pape Ave,East,T862,14.0,Pape Village,RN2,Existing,Provincial,S2900862,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3485973045, 43.6895275309)}"
4931725,9875,TR-03554,2773,Islington Ave,Islington Ave,East,Finch Ave W,South,T3791,1.0,,LCN,Temporarily Removed,Provincial,S0103791,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5683628226, 43.7458331791)}"
4931726,9876,TR-04723,944,St Clair Ave W,St Clair Ave W,Centre North,Oakwood Ave,East,,9.0,Regal Heights Village,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4353997019, 43.6796964406)}"
4931727,9878,TR-00028,1,Wilket Rd,Bayview Ave,East,Wilket Rd,South,T326,15.0,,D,Existing,Provincial,S2500326,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3836335864, 43.7459162281)}"
4931728,9879,TR-06571,238,John Garland Blvd,John Garland Blvd,East,Mosque Cres,North,T7877,1.0,,LCN,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5922654401, 43.732579585)}"
4931729,9881,TR-05815,551,Marlee Ave,Glencairn Ave,North,Marlee Ave,East,T3662,8.0,,KF2,Existing,Provincial,TS13672P,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4435679377, 43.7091259238)}"
4931730,9882,TR-05163,,,Sheppard Ave W,North,Laura Rd,East,T6079,7.0,,LC,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5198654668, 43.7380055003)}"
4931731,9885,TR-06591,221,Queen St E,Queen St E,South,Wineva Ave,West,T6821,19.0,The Beach,RN1,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2958913465, 43.6708681145)}"
4931732,9886,TR-06288,938,College St,College St,North,Dovercourt Rd,East,T825,9.0,College Promenade,DIG-RE,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4261960108, 43.6537219719)}"
4931733,9887,TR-01824,340,Chaplin Cres,Chaplin Cres,East,Spadina Rd,North,T3415,8.0,,LC,Existing,Provincial,00TS5646,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4212254975, 43.7042043973)}"
4931734,9889,TR-06630,191,Attwell Dr,Attwell Dr,East,Farnboro Rd,South,T9303,1.0,,RN1,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5874097699, 43.6913339954)}"
4931735,9893,TR-06238,86,Ingram Dr,Ingram Dr,North,Kincort St,East,T14437,5.0,Lawrence Ingram Keele,RN2,Existing,Provincial,S1214437,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4692077603, 43.7009785892)}"
4931736,9895,TR-04875,1464,Queen St W,Queen St W,North,Lansdowne Ave,East,T6842,4.0,Parkdale Village,RN2,Existing,Provincial,S1406842,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.436440093, 43.6406988114)}"
4931737,9896,SH-02952,779,The Queensway,The Queensway,South,Smith Cres,East,T6881,3.0,shoptheQueensway.com,D,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5054592425, 43.6256043604)}"
4931738,9899,TR-03038,5500,Dundas St W,Dundas St W,North,Billingham Rd,East,T2149,3.0,,Q,Existing,Provincial,TS12512P,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5489722527, 43.630761307)}"
4931739,9900,TR-04929,648,Ossington Ave,Ossington Ave,West,Hepbourne St,North,T5974,9.0,,RN2,Existing,Provincial,S1905974,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.424880756, 43.6598639341)}"
4931740,9903,TR-05099,,,Runnymede Rd,West,Dundas St W,North,T7059,4.0,,KF2,Existing,Provincial,TS13660P,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4823916037, 43.6659149538)}"
4931741,9905,TR-01798,561,Coxwell Ave,Coxwell Ave,East,Hanson St,South,T1793,19.0,,LC,Existing,Provincial,00TS5756,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.321963824, 43.6796821578)}"
4931742,9906,TR-06368,,,Evans Ave,South,Kipling Ave,West,T2448,3.0,,LC,Existing,Provincial,0TS13804,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5250094192, 43.6157416756)}"
4931743,9908,TR-02947,97,Main St,Main St,East,Swanwick Ave,South,T5538,19.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2992854239, 43.6820225801)}"
4931744,9909,TR-02223,2233,Jane St,Jane St,East,Heathrow Dr,South,T3903,6.0,,LC,Existing,Provincial,0TS12040,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5094086805, 43.7247964855)}"
4931745,9910,TR-02384,10,Silverdale Cres,York Mills Rd,South,Silverdale Cres,West,T9085,16.0,,LC,Existing,Provincial,00TS9414,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3416276198, 43.7568524284)}"
4931746,9911,TR-00096,744,Kennedy Rd,Kennedy Rd,East,Eglinton Ave E,South,72,20.0,,I,Temporarily Removed,Provincial,0TS11162,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.267635042, 43.7319025523)}"
4931747,9912,SH-01054,710,Kipling Ave,Kipling Ave,West,North Queen St,North,T4348,3.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.528714069, 43.6254506963)}"
4931748,9918,TR-00299,160,Alton Towers Crcl,Mccowan Rd,East,Alton Towers Crcl,South,T9806,23.0,,A,Existing,Provincial,0TS11164,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2756892336, 43.826658763)}"
4931749,9921,TR-00768,170,Belfield Rd,Belfield Rd,North,Brockport Dr,West,8852,1.0,,A,Existing,Provincial,0TS11190,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.588808776, 43.6989817182)}"
4931750,9922,TR-00828,127,Westhumber Blvd,Martin Grove Rd,East,Westhumber Blvd,South,T5655,1.0,,LCN,Existing,Provincial,S0205655,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5864287601, 43.7258599629)}"
4931751,9923,TR-00913,1274,Warden Ave,Warden Ave,West,Manhattan Dr,North,T8587,21.0,,LKN,Existing,Provincial,S3708587,Yes,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2976295642, 43.7521601442)}"
4931752,9924,TR-00993,124,Roncesvalles Ave,Roncesvalles Ave,West,Galley Ave,North,T4573,4.0,Roncesvalles Village,R,Existing,Provincial,0TS11596,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4478540086, 43.643018445)}"
4931753,9925,TR-00289,950X,York Mills Rd,York Mills Rd,North,Don Mills Rd,East,2282,16.0,,A,Existing,Provincial,00TS9170,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3466283109, 43.7560621115)}"
4931754,9926,TR-04863,3383,Weston Rd,Weston Rd,East,Lanyard Rd,South,T8688,7.0,Emery Village,LC,Existing,Provincial,0TS12922,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5411872617, 43.7471795244)}"
4931755,9928,TR-04950,3280,Dufferin St,Dufferin St,West,Orfus Rd,North,T2076,8.0,,RN1,Existing,Provincial,S1502076,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4563129175, 43.7205642929)}"
4931756,9930,TR-02817,46,Saranac Blvd,Bathurst St,West,Saranac Blvd,North,69,8.0,,A,Existing,Provincial,0TS10996,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4308020358, 43.7232159211)}"
4931757,9931,TR-04792,354,St Clair Ave W,St Clair Ave W,Centre North,Tweedsmuir Ave,West,,12.0,,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4136527874, 43.684116227)}"
4931758,9933,TR-04232,,,Sentinel Rd,West,Lamberton Blvd,North,T8089,7.0,,LCN,Existing,Provincial,S0808089,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4997151455, 43.7539622763)}"
4931759,9935,TR-04754,700,St Clair Ave W,St Clair Ave W,Centre North,Humewood Dr,South,,12.0,Hillcrest Village,Custom,Existing,Provincial,,,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4261943284, 43.6816509127)}"
4931760,9936,SH-03613,1010,King St W,Shaw St,East,King St W,North,T11695,10.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4150133961, 43.6417539386)}"
4931761,9937,TR-02218,4355-4363,Jane St,Jane St,East,Driftwood Ave,South,T2739,7.0,,LCN,Existing,Provincial,S0802739,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5190606752, 43.7640188327)}"
4931762,9938,TR-04394,,,Sewell's Rd,East,McLevin Ave,South,T10871,25.0,,RN2,Existing,Provincial,S4210871,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2137867602, 43.8103182591)}"
4931763,9943,TR-02134,2020,Don Mills Rd,Duncan Mill Rd,North,Don Mills Rd,West,T9776,16.0,,LCN,Existing,Provincial,S3409776,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3477328189, 43.7618277782)}"
4931764,9949,TR-03773,1961,Kennedy Rd,Kennedy Rd,East,Progress Ave,South,T4113,21.0,Kennedy Road,LC,Existing,Provincial,00TS9872,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2819805615, 43.7692819784)}"
4931765,9950,TR-05985,,,Select Ave,North,Markham Rd,East,T15195,23.0,,LKN,Existing,Provincial,S4215195,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2505016648, 43.8335878381)}"
4931766,9951,TR-04471,771,Lawrence Ave W,Lawrence Ave W,South,Corona St,West,T15198,8.0,,LKN,Temporarily Removed,Provincial,TS12957,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4525806673, 43.714220323)}"
4931767,9952,SH-03210,5343,Dundas St W,Dundas St W,South,Acorn Ave,West,T2137,3.0,,B,Existing,Enseicom,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5391562886, 43.6369071692)}"
4931768,9953,TR-01016,1839,Victoria Park Ave,Victoria Park Ave,East,Deanvar Ave,South,T8449,21.0,,AS,Existing,Provincial,0TS11606,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3106105544, 43.7448837644)}"
4931769,9957,TR-06196,101,Valley Woods Rd,Valley Woods Rd,East,York Mills Rd,South,T11533,16.0,,LKN,Existing,Provincial,S3411533,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3327710221, 43.7589720062)}"
4931770,9961,TR-02354,1,Aviemore Dr,Islington Ave,West,Aviemore Dr,North,T3759,7.0,,LCN,Existing,Provincial,S0703759,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5684663296, 43.7486156786)}"
4931771,9962,TR-06929,,,Pharmacy Ave,West,Corinthian Blvd,North,T6683,22.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3252201632, 43.7929826759)}"
4931772,9963,TR-02906,145,Marlee Ave,Marlee Ave,East,Ridelle Ave,South,T6548,8.0,,LCN,Existing,Provincial,S1506548,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4415649824, 43.7037489524)}"
4931773,9965,TR-03488,1,Ripley Ave,South Kingsway,East,Ripley Ave,South,T10661,4.0,,LC,Existing,Provincial,00TS8914,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4749929112, 43.6366929195)}"
4931774,9967,TR-06051,1997,Bloor St W,Bloor St W,South,Clendenan Ave,West,T501,4.0,,KR2,Existing,Provincial,0TS13722,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4701635226, 43.6523877568)}"
4931775,9970,TR-05973,263,Kennedy Rd,Kennedy Rd,East,Mewburn Ave,South,T1209,20.0,,RN1,Existing,Provincial,S3601209,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2577566781, 43.7076000341)}"
4931776,9971,TR-00364,2100,Bathurst St,Bathurst St,West,Ridge Hill Dr,North,619,8.0,,I,Existing,Provincial,0TS11250,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4260545367, 43.7034978276)}"
4931777,9973,TR-03656,600,Fleet St,Fleet St,Centre North,Bathurst St,West,T10210B,10.0,CityPlace and Fort York,Q,Existing,Provincial,TS12296M,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4002879107, 43.6364378545)}"
4931778,9974,TR-04036,377,Dundas St W,Dundas St W,South,Beverley St,West,T2146,10.0,Chinatown,DIG-FE,Existing,Provincial,DST0016A,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3940036051, 43.653696763)}"
4931779,9975,TR-03055,2790,Bathurst St,Bathurst St,West,Glencairn Ave,North,T144,8.0,,LK,Existing,Provincial,0TS12540,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4282943324, 43.7125259711)}"
4931780,9977,TR-01548,55,Oasis Blvd,Oasis Blvd,East,Seasons Dr,South,T13907,23.0,,T,Existing,Provincial,S4212907,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.233691098, 43.8290712393)}"
4931781,9978,TR-02289,4505,Jane St,Jane St,East,Driftwood Ave,North,T3880,7.0,,LKN,Existing,Provincial,S0803880,Yes,Missing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5195341664, 43.7660918055)}"
4931782,9979,TR-03806,50,St Leonard's Ave,Mount Pleasant Rd,West,St Leonard's Ave,North,T5845,15.0,,KF2,Existing,Provincial,TS13124P,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3958310151, 43.7224228632)}"
4931783,9981,TR-02149,900,York Mills Rd,Don Mills Rd,West,York Mills Rd,North,T1980,16.0,,LC,Existing,Provincial,0TS11998,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3472584384, 43.7560246822)}"
4931784,9982,TR-05313,,,Birchmount Rd,East,Glendower Crct,South,T420,22.0,,T,Existing,Provincial,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3033648024, 43.7931922109)}"
4931785,9983,TR-07100,1570,Yonge St,Yonge St,West,Heath St W,North,T4732,12.0,,DIG-FE,Existing,Provincial,00TS6841,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3950980405, 43.6903588516)}"
4931786,9984,TR-01827,559,Greenwood Ave,Greenwood Ave,West,Oakvale Ave,South,T3683,14.0,,LC,Existing,Provincial,00TS6112,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3316464684, 43.6794511825)}"
4931787,9985,TR-04292,,,Park Lawn Rd,West,Lake Shore Blvd W,North,T10130,3.0,,LK,Existing,Provincial,00TS3436,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.481641862, 43.6230647023)}"
4931788,9987,TR-04373,3561,Eglinton Ave W,Eglinton Ave W,South,Guestville Ave,West,T2323,5.0,,LC,Existing,Provincial,00TS6944,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4926820911, 43.6861226727)}"
4931789,9988,TR-03206,540,Evans Ave,The East Mall,East,Evans Ave,North,T9626,3.0,,B,Existing,Provincial,00TS1528,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5437215877, 43.61218527)}"
4931790,9989,TR-03045,4770,Sheppard Ave E,Sheppard Ave E,North,Shorting Rd,West,T7193,23.0,Sheppard East Village,LK,Existing,Provincial,00TS1496,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2540591469, 43.7907496379)}"
4931791,9990,TR-03053,1094,Gerrard St E,Jones Ave,East,Gerrard St E,North,T1187,14.0,,A,Existing,Enseicom,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.335622188, 43.6695687561)}"
4931792,9991,TR-03271,2198,St Clair Ave W,St Clair Ave W,North,Symes Rd,East,T7364,5.0,,U,Existing,Provincial,00TS8602,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4772750341, 43.6704842261)}"
4931793,9994,SH-03543,555,Rexdale Blvd,Woodbine Track Access,South,Entrance Rd,East,,1.0,,Standard Daytech,Existing,Daytech,,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.6059577163, 43.7158950594)}"
4931794,9997,TR-03183,1578,Queen St W,Queen St W,North,Sorauren Ave,East,T6852,4.0,Parkdale Village,LK,Existing,Provincial,00TS6564,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.4405673512, 43.6398749843)}"
4931795,9998,TR-05327,3636,Weston Rd,Weston Rd,West,Fenmar Dr,North,T8692,7.0,Emery Village,KR2,Existing,Provincial,TS13341P,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.5442384993, 43.7592559855)}"
4931796,10002,TR-04177,2,Palk Lane,Staines Rd,East,Palk Lane,North,T14423,23.0,,LKN,Existing,Provincial,,Yes,Existing,0,,,,,"{u'type': u'Point', u'coordinates': (-79.2319829954, 43.8401218063)}"
4931797,10003,TR-04092,1255,Military Trail,Ellesmere Rd,South,Military Trl,West,T7698,25.0,,LC,Existing,Provincial,0TS12794,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.1885186862, 43.7864281622)}"
4931798,10004,TR-04491,318,Queens Quay W,Queens Quay W,Centre North,Rees St,West,T6864A,10.0,The Waterfront,Q10-SA,Existing,Provincial,TS12578R,No,,0,,,,,"{u'type': u'Point', u'coordinates': (-79.3871202842, 43.6387727389)}"
